Model inputs
Latitude = 25 deg
Longitude = 26 deg
Lake depth = 27 m
Lake fetch = 2000 m
Extinction coefficient = 1
Initial surface temperature = 8.815 C
Initial mixed layer thickness = 0 m
Initial mean temperature = 8.815 C
Initial bottom temperature = 8.815 C
Initial ice thickness = 0 m
Perpetual-year simulation = Yes

Results from FLAKE simulations.
Step (-),  Date (-),  Mixed-layer temperature (C),  Mean temperature of the water column (C),  Bottom temperature (C),Friction velocity in the surface air layer (m/s),  Friction velocity in the surface layer of lake water (m/s),  Convective velocity scale (m/s), Heat flux through the ice-water or air-water interface (W/m2),Sensible heat flux (W/m2),  Latent heat flux (W/m2),  Radiation flux through the ice-water or air-water interface (W/m2),Long-wave radiation flux from the atmosphere (W/m2), surface long-wave radiation flux (W/m2), Mixed-layer thickness (m),  Shape factor for thermocline (-),Thickness of the upper layer of the sediment (m),   Temperature at the bottom of the upper layer of the sediment (C),Heat flux through the water-bottom sediment interface (W /m2),  Ice thickness (m),  Snow thickness (m),Ice temperature (C), Snow temperature (C)
402,2016-01-09 12:00,15.5415,15.5412,15.4681,0.711039E-01,0.246175E-02,0.700752E-02,-175.143,-11.7910,-45.2157,158.100,271.765,-389.901,26.7359,0.500000,3.00000,4.00000,4.17440,0.00000,0.00000,0.00000,0.00000
403,2016-01-09 18:00,15.5372,15.5371,15.4655,0.512948E-01,0.177594E-02,0.131850E-01,-190.692,-19.2938,-44.4559,0.00000,262.936,-389.878,26.9721,0.718282,3.00000,4.00000,4.17346,0.00000,0.00000,0.00000,0.00000
404,2016-01-10 00:00,15.5000,15.5000,15.5000,0.372259E-01,0.128894E-02,0.126175E-01,-176.091,-16.7823,-34.5249,9.30000,264.893,-389.677,27.0000,0.500000,3.00000,4.00000,4.18601,0.00000,0.00000,0.00000,0.00000
405,2016-01-10 06:00,15.4675,15.4675,15.4675,0.00000,0.753404E-04,0.00000,-88.3933,0.529881E-01,-0.187331,481.275,301.242,-389.501,27.0000,0.500000,3.00000,4.00000,4.17416,0.00000,0.00000,0.00000,0.00000
406,2016-01-10 12:00,15.5419,15.5415,15.4675,0.107124,0.370882E-02,0.834976E-02,-195.127,-11.6863,-70.1449,158.100,276.608,-389.903,26.7248,0.500000,3.00000,4.00000,4.17416,0.00000,0.00000,0.00000,0.00000
407,2016-01-10 18:00,15.5337,15.5337,15.5337,0.618947E-01,0.214294E-02,0.131249E-01,-187.958,-18.1436,-43.8970,0.00000,263.941,-389.858,27.0000,0.500000,3.00000,4.00000,4.19825,0.00000,0.00000,0.00000,0.00000
408,2016-01-11 00:00,15.4971,15.4971,15.4971,0.638710E-01,0.221153E-02,0.127618E-01,-181.947,-15.8341,-42.3567,9.30000,265.905,-389.661,27.0000,0.500000,3.00000,4.00000,4.18493,0.00000,0.00000,0.00000,0.00000
409,2016-01-11 06:00,15.4634,15.4634,15.4634,0.00000,0.797816E-04,0.00000,-87.8542,0.547001E-01,-0.187094,476.625,301.757,-389.479,27.0000,0.500000,3.00000,4.00000,4.17267,0.00000,0.00000,0.00000,0.00000
410,2016-01-11 12:00,15.5370,15.5366,15.4634,0.123058,0.426055E-02,0.103838E-01,-208.060,-4.98409,-95.2859,123.225,282.086,-389.877,26.7095,0.500000,3.00000,4.00000,4.17267,0.00000,0.00000,0.00000,0.00000
411,2016-01-11 18:00,15.5197,15.5197,15.5197,0.102308,0.354224E-02,0.136604E-01,-212.176,-22.9396,-67.0005,0.00000,267.547,-389.783,27.0000,0.500000,3.00000,4.00000,4.19316,0.00000,0.00000,0.00000,0.00000
412,2016-01-12 00:00,15.4785,15.4785,15.4785,0.580804E-01,0.201110E-02,0.127874E-01,-183.276,-16.4195,-42.5902,9.30000,265.294,-389.560,27.0000,0.500000,3.00000,4.00000,4.17816,0.00000,0.00000,0.00000,0.00000
413,2016-01-12 06:00,15.4445,15.4445,15.4445,0.00000,0.811038E-04,0.00000,-86.1702,0.601239E-01,-0.221501,490.575,303.368,-389.377,27.0000,0.500000,3.00000,4.00000,4.16581,0.00000,0.00000,0.00000,0.00000
414,2016-01-12 12:00,15.5212,15.5208,15.4445,0.112935,0.391019E-02,0.856926E-02,-207.828,-9.20641,-87.5603,167.400,278.730,-389.791,26.6938,0.500000,3.00000,4.00000,4.16581,0.00000,0.00000,0.00000,0.00000
415,2016-01-12 18:00,15.5123,15.5123,15.5123,0.606072E-01,0.209846E-02,0.132126E-01,-192.109,-16.5215,-51.3179,0.00000,265.474,-389.743,27.0000,0.500000,3.00000,4.00000,4.19047,0.00000,0.00000,0.00000,0.00000
416,2016-01-13 00:00,15.4749,15.4749,15.4749,0.416337E-01,0.144163E-02,0.129352E-01,-189.456,-15.6173,-50.4646,9.30000,266.167,-389.541,27.0000,0.500000,3.00000,4.00000,4.17686,0.00000,0.00000,0.00000,0.00000
417,2016-01-13 06:00,15.4398,15.4398,15.4398,0.00000,0.831848E-04,0.00000,-81.7532,0.742401E-01,-0.256285,495.225,307.780,-389.352,27.0000,0.500000,3.00000,4.00000,4.16408,0.00000,0.00000,0.00000,0.00000
418,2016-01-13 12:00,15.5182,15.5177,15.4398,0.888944E-01,0.307783E-02,0.798378E-02,-197.732,-7.46212,-78.9533,167.400,278.458,-389.775,26.6713,0.500000,3.00000,4.00000,4.16408,0.00000,0.00000,0.00000,0.00000
419,2016-01-13 18:00,15.5112,15.5112,15.5112,0.775279E-01,0.268432E-02,0.135310E-01,-206.352,-16.3468,-68.5246,0.00000,268.256,-389.737,27.0000,0.500000,3.00000,4.00000,4.19006,0.00000,0.00000,0.00000,0.00000
420,2016-01-14 00:00,15.4711,15.4711,15.4711,0.766736E-01,0.265495E-02,0.132256E-01,-201.980,-14.7032,-67.3359,9.30000,269.580,-389.520,27.0000,0.500000,3.00000,4.00000,4.17546,0.00000,0.00000,0.00000,0.00000
421,2016-01-14 06:00,15.4336,15.4336,15.4336,0.00000,0.980257E-04,0.00000,-81.2575,0.757825E-01,-0.256133,502.200,308.241,-389.318,27.0000,0.500000,3.00000,4.00000,4.16182,0.00000,0.00000,0.00000,0.00000
422,2016-01-14 12:00,15.5135,15.5129,15.4336,0.122025,0.422498E-02,0.888091E-02,-216.160,-10.3574,-94.4802,169.725,278.427,-389.750,26.6073,0.500000,3.00000,4.00000,4.16182,0.00000,0.00000,0.00000,0.00000
423,2016-01-14 18:00,15.5033,15.5033,15.5033,0.764140E-01,0.264579E-02,0.135020E-01,-205.169,-20.7073,-58.3246,0.00000,263.557,-389.695,27.0000,0.500000,3.00000,4.00000,4.18721,0.00000,0.00000,0.00000,0.00000
424,2016-01-15 00:00,15.4634,15.4634,15.4634,0.727912E-01,0.252055E-02,0.132192E-01,-201.825,-20.1747,-55.0142,9.30000,262.843,-389.479,27.0000,0.500000,3.00000,4.00000,4.17269,0.00000,0.00000,0.00000,0.00000
425,2016-01-15 06:00,15.4260,15.4260,15.4260,0.00000,0.752628E-04,0.00000,-94.3799,0.335680E-01,-0.220503,495.225,295.084,-389.277,27.0000,0.500000,3.00000,4.00000,4.15905,0.00000,0.00000,0.00000,0.00000
426,2016-01-15 12:00,15.5019,15.5015,15.4260,0.944923E-01,0.327175E-02,0.854205E-02,-211.656,-18.5152,-73.0604,172.050,269.606,-389.687,26.7327,0.500000,3.00000,4.00000,4.15905,0.00000,0.00000,0.00000,0.00000
427,2016-01-15 18:00,15.4932,15.4932,15.4932,0.649278E-01,0.224813E-02,0.136886E-01,-213.981,-25.6029,-56.3667,0.00000,257.629,-389.640,27.0000,0.500000,3.00000,4.00000,4.18352,0.00000,0.00000,0.00000,0.00000
428,2016-01-16 00:00,15.4516,15.4516,15.4516,0.548221E-01,0.189838E-02,0.134139E-01,-210.696,-24.3075,-55.5007,9.30000,258.527,-389.416,27.0000,0.500000,3.00000,4.00000,4.16840,0.00000,0.00000,0.00000,0.00000
429,2016-01-16 06:00,15.4125,15.4125,15.4125,0.00000,0.519113E-04,0.00000,-92.9770,0.381900E-01,-0.255617,504.525,296.445,-389.204,27.0000,0.500000,3.00000,4.00000,4.15414,0.00000,0.00000,0.00000,0.00000
430,2016-01-16 12:00,15.4904,15.4901,15.4125,0.601831E-01,0.208386E-02,0.636754E-02,-185.215,-11.0943,-55.2709,176.700,270.775,-389.625,26.8105,0.500000,3.00000,4.00000,4.15414,0.00000,0.00000,0.00000,0.00000
431,2016-01-16 18:00,15.4880,15.4877,15.4104,0.163899,0.567510E-02,0.151111E-01,-289.690,-28.1930,-142.934,0.00000,271.049,-389.612,26.8417,0.718282,3.00000,4.00000,4.15340,0.00000,0.00000,0.00000,0.00000
432,2016-01-17 00:00,15.4317,15.4317,15.4317,0.191496,0.663139E-02,0.151596E-01,-300.819,-25.4929,-159.568,9.30000,273.549,-389.308,27.0000,0.500000,3.00000,4.00000,4.16114,0.00000,0.00000,0.00000,0.00000
433,2016-01-17 06:00,15.3754,15.3754,15.3754,0.378545,0.131102E-01,0.00000,-218.165,97.6324,-239.657,513.825,312.864,-389.004,27.0000,0.500000,3.00000,4.00000,4.14064,0.00000,0.00000,0.00000,0.00000
434,2016-01-17 12:00,15.4309,15.4309,15.4309,0.255697,0.885463E-02,0.111622E-01,-280.266,-10.5414,-161.333,176.700,280.912,-389.304,27.0000,0.500000,3.00000,4.00000,4.16085,0.00000,0.00000,0.00000,0.00000
435,2016-01-17 18:00,15.4104,15.4104,15.4104,0.241968,0.837953E-02,0.169535E-01,-409.464,-67.3008,-207.342,0.00000,254.372,-389.193,27.0000,0.500000,3.00000,4.00000,4.15338,0.00000,0.00000,0.00000,0.00000
436,2016-01-18 00:00,15.3316,15.3316,15.3316,0.205316,0.711133E-02,0.172396E-01,-442.140,-81.1981,-211.857,9.30000,239.683,-388.768,27.0000,0.500000,3.00000,4.00000,4.12470,0.00000,0.00000,0.00000,0.00000
437,2016-01-18 06:00,15.2484,15.2484,15.2484,0.342518,0.118654E-01,0.00000,-396.693,-14.7812,-259.907,523.125,266.315,-388.320,27.0000,0.500000,3.00000,4.00000,4.09441,0.00000,0.00000,0.00000,0.00000
438,2016-01-18 12:00,15.2717,15.2717,15.2717,0.149597,0.518206E-02,0.131388E-01,-365.153,-54.2807,-166.544,186.000,244.117,-388.445,27.0000,0.500000,3.00000,4.00000,4.10289,0.00000,0.00000,0.00000,0.00000
439,2016-01-18 18:00,15.2368,15.2368,15.2368,0.132475,0.458926E-02,0.162140E-01,-363.709,-62.5900,-149.626,0.00000,236.764,-388.257,27.0000,0.500000,3.00000,4.00000,4.09018,0.00000,0.00000,0.00000,0.00000
440,2016-01-19 00:00,15.1667,15.1667,15.1667,0.853684E-01,0.295777E-02,0.144502E-01,-265.740,-38.0040,-85.0147,7.20750,245.159,-387.880,27.0000,0.500000,3.00000,4.00000,4.06468,0.00000,0.00000,0.00000,0.00000
441,2016-01-19 06:00,15.1167,15.1167,15.1167,0.907465E-01,0.314441E-02,0.00000,-190.238,-4.73230,-77.3716,506.850,279.477,-387.611,27.0000,0.500000,3.00000,4.00000,4.04647,0.00000,0.00000,0.00000,0.00000
442,2016-01-19 12:00,15.1828,15.1762,15.1167,0.639770E-01,0.221655E-02,0.792015E-02,-215.693,-23.5876,-62.4093,179.025,258.271,-387.967,21.6002,0.500000,3.00000,4.00000,4.04647,0.00000,0.00000,0.00000,0.00000
443,2016-01-19 18:00,15.1723,15.1685,15.1131,0.579309E-01,0.200712E-02,0.134217E-01,-238.121,-33.4253,-67.3833,0.00000,250.598,-387.910,23.5268,0.506464,3.00000,4.00000,4.04516,0.00000,0.00000,0.00000,0.00000
444,2016-01-20 00:00,15.1223,15.1223,15.1223,0.804089E-01,0.278618E-02,0.138289E-01,-234.646,-31.2507,-69.2873,7.20750,253.534,-387.641,27.0000,0.500000,3.00000,4.00000,4.04853,0.00000,0.00000,0.00000,0.00000
445,2016-01-20 06:00,15.0782,15.0782,15.0782,0.438140E-01,0.151829E-02,0.00000,-135.372,1.88143,-36.9942,513.825,287.145,-387.404,27.0000,0.500000,3.00000,4.00000,4.03248,0.00000,0.00000,0.00000,0.00000
446,2016-01-20 12:00,15.1550,15.1496,15.0782,0.768691E-01,0.266336E-02,0.752598E-02,-212.643,-21.0736,-65.8229,186.000,262.070,-387.817,23.1667,0.500000,3.00000,4.00000,4.03248,0.00000,0.00000,0.00000,0.00000
447,2016-01-20 18:00,15.1476,15.1437,15.0757,0.748504E-01,0.259345E-02,0.132478E-01,-223.714,-27.1052,-64.2343,0.00000,255.402,-387.777,24.1344,0.509072,3.00000,4.00000,4.03156,0.00000,0.00000,0.00000,0.00000
448,2016-01-21 00:00,15.1003,15.1003,15.1003,0.676898E-01,0.234556E-02,0.134417E-01,-218.379,-24.9589,-62.7505,9.30000,256.854,-387.523,27.0000,0.500000,3.00000,4.00000,4.04053,0.00000,0.00000,0.00000,0.00000
449,2016-01-21 06:00,15.0598,15.0598,15.0598,0.00000,0.616955E-04,0.00000,-100.607,0.303130E-01,-0.281477,516.150,286.949,-387.305,27.0000,0.500000,3.00000,4.00000,4.02575,0.00000,0.00000,0.00000,0.00000
450,2016-01-21 12:00,15.1384,15.1381,15.0598,0.877421E-01,0.304018E-02,0.879529E-02,-231.148,-18.7914,-86.4024,186.000,261.774,-387.728,26.7844,0.500000,3.00000,4.00000,4.02575,0.00000,0.00000,0.00000,0.00000
451,2016-01-21 18:00,15.1288,15.1288,15.1288,0.719964E-01,0.249466E-02,0.140450E-01,-238.689,-27.4949,-73.8396,0.00000,250.322,-387.676,27.0000,0.500000,3.00000,4.00000,4.05087,0.00000,0.00000,0.00000,0.00000
452,2016-01-22 00:00,15.0825,15.0825,15.0825,0.612618E-01,0.212289E-02,0.138193E-01,-236.924,-26.9238,-73.1816,9.30000,250.609,-387.427,27.0000,0.500000,3.00000,4.00000,4.03404,0.00000,0.00000,0.00000,0.00000
453,2016-01-22 06:00,15.0384,15.0384,15.0384,0.150430,0.521326E-02,0.00000,-234.477,12.0032,-143.815,506.850,284.525,-387.190,27.0000,0.500000,3.00000,4.00000,4.01798,0.00000,0.00000,0.00000,0.00000
454,2016-01-22 12:00,15.0911,15.0895,15.0384,0.120138,0.416305E-02,0.103284E-01,-272.776,-27.2444,-118.880,186.000,260.823,-387.474,25.3479,0.500000,3.00000,4.00000,4.01798,0.00000,0.00000,0.00000,0.00000
455,2016-01-22 18:00,15.0722,15.0722,15.0722,0.714218E-01,0.247502E-02,0.142236E-01,-249.178,-32.2976,-76.0705,0.00000,246.562,-387.372,27.0000,0.500000,3.00000,4.00000,4.03029,0.00000,0.00000,0.00000,0.00000
456,2016-01-23 00:00,15.0240,15.0240,15.0240,0.813355E-01,0.281883E-02,0.140024E-01,-247.381,-30.4073,-79.4686,9.30000,249.608,-387.113,27.0000,0.500000,3.00000,4.00000,4.01274,0.00000,0.00000,0.00000,0.00000
457,2016-01-23 06:00,14.9779,14.9779,14.9779,0.196085,0.679628E-02,0.00000,-245.575,8.12541,-153.675,513.825,286.840,-386.865,27.0000,0.500000,3.00000,4.00000,3.99595,0.00000,0.00000,0.00000,0.00000
458,2016-01-23 12:00,15.0287,15.0282,14.9779,0.126715,0.439149E-02,0.102389E-01,-254.036,-25.6987,-108.559,172.050,267.359,-387.138,26.5338,0.500000,3.00000,4.00000,3.99595,0.00000,0.00000,0.00000,0.00000
459,2016-01-23 18:00,15.0118,15.0118,15.0118,0.101514,0.351825E-02,0.140299E-01,-240.443,-35.2221,-74.6980,0.00000,256.525,-387.047,27.0000,0.500000,3.00000,4.00000,4.00831,0.00000,0.00000,0.00000,0.00000
460,2016-01-24 00:00,14.9653,14.9653,14.9653,0.118146,0.409501E-02,0.145790E-01,-277.828,-44.1742,-101.270,7.44000,254.414,-386.797,27.0000,0.500000,3.00000,4.00000,3.99136,0.00000,0.00000,0.00000,0.00000
461,2016-01-24 06:00,14.9130,14.9130,14.9130,0.292854,0.101516E-01,0.00000,-280.122,7.33278,-186.537,523.125,285.599,-386.517,27.0000,0.500000,3.00000,4.00000,3.97234,0.00000,0.00000,0.00000,0.00000
462,2016-01-24 12:00,14.9585,14.9585,14.9585,0.149713,0.518924E-02,0.110989E-01,-293.991,-42.4823,-125.385,188.325,260.638,-386.761,27.0000,0.500000,3.00000,4.00000,3.98891,0.00000,0.00000,0.00000,0.00000
463,2016-01-24 18:00,14.9377,14.9377,14.9377,0.796693E-01,0.276154E-02,0.140857E-01,-244.970,-37.6896,-67.4310,0.00000,246.799,-386.649,27.0000,0.500000,3.00000,4.00000,3.98131,0.00000,0.00000,0.00000,0.00000
464,2016-01-25 00:00,14.8902,14.8902,14.8902,0.509440E-01,0.176601E-02,0.138349E-01,-241.739,-36.3571,-66.4536,9.30000,247.467,-386.394,27.0000,0.500000,3.00000,4.00000,3.96405,0.00000,0.00000,0.00000,0.00000
465,2016-01-25 06:00,14.8452,14.8452,14.8452,0.110507,0.383115E-02,0.00000,-229.919,-8.81584,-106.140,525.450,271.190,-386.153,27.0000,0.500000,3.00000,4.00000,3.94766,0.00000,0.00000,0.00000,0.00000
466,2016-01-25 12:00,14.9050,14.9008,14.8452,0.110322,0.382430E-02,0.938482E-02,-258.790,-36.1154,-93.8227,190.650,257.622,-386.473,23.1991,0.500000,3.00000,4.00000,3.94766,0.00000,0.00000,0.00000,0.00000
467,2016-01-25 18:00,14.8876,14.8870,14.8391,0.109750,0.380460E-02,0.144611E-01,-272.155,-44.3098,-93.4751,0.00000,252.010,-386.380,26.4190,0.516374,3.00000,4.00000,3.94545,0.00000,0.00000,0.00000,0.00000
468,2016-01-26 00:00,14.8344,14.8344,14.8344,0.137957,0.478292E-02,0.149660E-01,-305.236,-55.2359,-115.670,9.30000,251.765,-386.095,27.0000,0.500000,3.00000,4.00000,3.94373,0.00000,0.00000,0.00000,0.00000
469,2016-01-26 06:00,14.7773,14.7773,14.7773,0.337563,0.117045E-01,0.00000,-305.741,-7.33197,-192.498,527.775,279.878,-385.789,27.0000,0.500000,3.00000,4.00000,3.92294,0.00000,0.00000,0.00000,0.00000
470,2016-01-26 12:00,14.8189,14.8189,14.8189,0.161871,0.561217E-02,0.115593E-01,-317.703,-55.1206,-132.101,195.300,255.530,-386.012,27.0000,0.500000,3.00000,4.00000,3.93806,0.00000,0.00000,0.00000,0.00000
471,2016-01-26 18:00,14.7948,14.7948,14.7948,0.115837,0.401631E-02,0.149694E-01,-297.913,-58.4972,-98.0282,0.00000,244.495,-385.883,27.0000,0.500000,3.00000,4.00000,3.92930,0.00000,0.00000,0.00000,0.00000
472,2016-01-27 00:00,14.7373,14.7373,14.7373,0.141525,0.490753E-02,0.151765E-01,-319.214,-63.9281,-117.345,7.67250,247.634,-385.574,27.0000,0.500000,3.00000,4.00000,3.90838,0.00000,0.00000,0.00000,0.00000
473,2016-01-27 06:00,14.6772,14.6772,14.6772,0.373499,0.129530E-01,0.00000,-259.760,7.02877,-165.911,516.150,284.375,-385.253,27.0000,0.500000,3.00000,4.00000,3.88650,0.00000,0.00000,0.00000,0.00000
474,2016-01-27 12:00,14.7253,14.7253,14.7253,0.175277,0.607805E-02,0.123423E-01,-295.073,-36.0031,-138.883,137.175,265.324,-385.510,27.0000,0.500000,3.00000,4.00000,3.90401,0.00000,0.00000,0.00000,0.00000
475,2016-01-27 18:00,14.6945,14.6945,14.6945,0.905015E-01,0.313850E-02,0.141126E-01,-251.967,-39.8714,-75.2922,0.00000,248.541,-385.345,27.0000,0.500000,3.00000,4.00000,3.89279,0.00000,0.00000,0.00000,0.00000
476,2016-01-28 00:00,14.6458,14.6458,14.6458,0.800853E-01,0.277754E-02,0.136461E-01,-237.452,-35.0195,-65.7045,9.30000,248.356,-385.084,27.0000,0.500000,3.00000,4.00000,3.87505,0.00000,0.00000,0.00000,0.00000
477,2016-01-28 06:00,14.6016,14.6016,14.6016,0.194015,0.672946E-02,0.00000,-291.899,-10.1116,-169.055,532.425,272.115,-384.848,27.0000,0.500000,3.00000,4.00000,3.85897,0.00000,0.00000,0.00000,0.00000
478,2016-01-28 12:00,14.6469,14.6466,14.6016,0.125293,0.434545E-02,0.993457E-02,-272.145,-40.4835,-103.516,197.625,256.945,-385.090,26.6847,0.500000,3.00000,4.00000,3.85897,0.00000,0.00000,0.00000,0.00000
479,2016-01-28 18:00,14.6317,14.6317,14.6317,0.995699E-01,0.345340E-02,0.143734E-01,-267.765,-46.5796,-82.7025,0.00000,246.526,-385.009,27.0000,0.500000,3.00000,4.00000,3.86994,0.00000,0.00000,0.00000,0.00000
480,2016-01-29 00:00,14.5800,14.5800,14.5800,0.866601E-01,0.300595E-02,0.138490E-01,-249.294,-40.0446,-71.0606,9.30000,246.544,-384.732,27.0000,0.500000,3.00000,4.00000,3.85111,0.00000,0.00000,0.00000,0.00000
481,2016-01-29 06:00,14.5335,14.5335,14.5335,0.252938,0.877438E-02,0.00000,-271.712,-0.528855E-02,-168.663,541.725,281.440,-384.484,27.0000,0.500000,3.00000,4.00000,3.83420,0.00000,0.00000,0.00000,0.00000
482,2016-01-29 12:00,14.5842,14.5842,14.5842,0.103145,0.357774E-02,0.877194E-02,-244.123,-32.1933,-84.7490,197.625,257.574,-384.755,27.0000,0.500000,3.00000,4.00000,3.85266,0.00000,0.00000,0.00000,0.00000
483,2016-01-29 18:00,14.5746,14.5746,14.5746,0.108266,0.375542E-02,0.144214E-01,-271.916,-46.7348,-89.4040,0.00000,248.927,-384.704,27.0000,0.500000,3.00000,4.00000,3.84917,0.00000,0.00000,0.00000,0.00000
484,2016-01-30 00:00,14.5221,14.5221,14.5221,0.853752E-01,0.296172E-02,0.134418E-01,-229.892,-35.9631,-58.7072,9.30000,249.202,-384.423,27.0000,0.500000,3.00000,4.00000,3.83005,0.00000,0.00000,0.00000,0.00000
485,2016-01-30 06:00,14.4794,14.4794,14.4794,0.209006,0.725113E-02,0.00000,-236.381,12.8410,-151.776,541.725,286.748,-384.194,27.0000,0.500000,3.00000,4.00000,3.81449,0.00000,0.00000,0.00000,0.00000
486,2016-01-30 12:00,14.5371,14.5368,14.4794,0.107367,0.372451E-02,0.814766E-02,-232.625,-24.2582,-87.6933,197.625,263.829,-384.503,26.6684,0.500000,3.00000,4.00000,3.81449,0.00000,0.00000,0.00000,0.00000
487,2016-01-30 18:00,14.5294,14.5294,14.5294,0.100374,0.348200E-02,0.137135E-01,-234.811,-35.2053,-69.6738,0.00000,254.530,-384.462,27.0000,0.500000,3.00000,4.00000,3.83270,0.00000,0.00000,0.00000,0.00000
488,2016-01-31 00:00,14.4839,14.4839,14.4839,0.719939E-01,0.249769E-02,0.128143E-01,-201.023,-23.5933,-48.7694,9.30000,255.559,-384.219,27.0000,0.500000,3.00000,4.00000,3.81615,0.00000,0.00000,0.00000,0.00000
489,2016-01-31 06:00,14.4467,14.4467,14.4467,0.00000,0.862835E-04,0.00000,-91.9481,0.372129E-01,-0.161148,532.425,292.196,-384.020,27.0000,0.500000,3.00000,4.00000,3.80260,0.00000,0.00000,0.00000,0.00000
490,2016-01-31 12:00,14.5304,14.5299,14.4467,0.132926,0.461120E-02,0.767086E-02,-224.405,-18.8337,-91.2796,197.625,270.175,-384.467,26.6702,0.500000,3.00000,4.00000,3.80260,0.00000,0.00000,0.00000,0.00000
491,2016-01-31 18:00,14.5240,14.5240,14.5240,0.940477E-01,0.326256E-02,0.134163E-01,-219.983,-28.4972,-64.9930,0.00000,257.940,-384.433,27.0000,0.500000,3.00000,4.00000,3.83075,0.00000,0.00000,0.00000,0.00000
492,2016-02-01 00:00,14.4814,14.4814,14.4814,0.672450E-01,0.233295E-02,0.127128E-01,-196.529,-21.6344,-47.8538,9.30000,257.164,-384.205,27.0000,0.500000,3.00000,4.00000,3.81524,0.00000,0.00000,0.00000,0.00000
493,2016-02-01 06:00,14.4450,14.4450,14.4450,0.168307,0.583955E-02,0.00000,-179.296,22.2373,-109.907,541.725,292.385,-384.011,27.0000,0.500000,3.00000,4.00000,3.80199,0.00000,0.00000,0.00000,0.00000
494,2016-02-01 12:00,14.5154,14.5133,14.4450,0.123456,0.428282E-02,0.795476E-02,-230.837,-16.8210,-100.214,197.625,270.585,-384.387,25.4067,0.500000,3.00000,4.00000,3.80199,0.00000,0.00000,0.00000,0.00000
495,2016-02-01 18:00,14.5071,14.5063,14.4420,0.109781,0.380849E-02,0.135249E-01,-230.797,-30.4116,-75.9426,0.00000,259.900,-384.342,26.4074,0.540678,3.00000,4.00000,3.80090,0.00000,0.00000,0.00000,0.00000
496,2016-02-02 00:00,14.4616,14.4616,14.4616,0.861238E-01,0.298804E-02,0.129758E-01,-207.955,-24.3414,-58.6223,8.37000,259.108,-384.100,27.0000,0.500000,3.00000,4.00000,3.80802,0.00000,0.00000,0.00000,0.00000
497,2016-02-02 06:00,14.4229,14.4229,14.4229,0.197255,0.684421E-02,0.00000,-198.332,34.0904,-145.023,551.025,296.494,-383.893,27.0000,0.500000,3.00000,4.00000,3.79392,0.00000,0.00000,0.00000,0.00000
498,2016-02-02 12:00,14.4903,14.4893,14.4229,0.147444,0.511523E-02,0.832350E-02,-245.394,-16.0464,-117.604,206.925,272.509,-384.253,26.2291,0.500000,3.00000,4.00000,3.79392,0.00000,0.00000,0.00000,0.00000
499,2016-02-02 18:00,14.4813,14.4813,14.4813,0.110164,0.382195E-02,0.136129E-01,-230.729,-30.4346,-75.9527,0.00000,259.863,-384.205,27.0000,0.500000,3.00000,4.00000,3.81518,0.00000,0.00000,0.00000,0.00000
500,2016-02-03 00:00,14.4366,14.4366,14.4366,0.865199E-01,0.300192E-02,0.126969E-01,-196.630,-24.0156,-48.0400,9.30000,259.391,-383.966,27.0000,0.500000,3.00000,4.00000,3.79892,0.00000,0.00000,0.00000,0.00000
501,2016-02-03 06:00,14.4002,14.4002,14.4002,0.00000,0.881445E-04,0.00000,-84.1919,0.624628E-01,-0.195907,558.000,299.713,-383.772,27.0000,0.500000,3.00000,4.00000,3.78567,0.00000,0.00000,0.00000,0.00000
502,2016-02-03 12:00,14.4903,14.4897,14.4002,0.127732,0.443138E-02,0.426563E-02,-205.026,-8.96005,-87.4679,213.900,275.655,-384.253,26.6284,0.500000,3.00000,4.00000,3.78567,0.00000,0.00000,0.00000,0.00000
503,2016-02-03 18:00,14.4914,14.4907,14.3999,0.979782E-01,0.339912E-02,0.134123E-01,-223.543,-22.7211,-79.7295,0.00000,263.166,-384.259,26.6284,0.599197,3.00000,4.00000,3.78556,0.00000,0.00000,0.00000,0.00000
504,2016-02-04 00:00,14.4474,14.4474,14.4474,0.695306E-01,0.241241E-02,0.125499E-01,-189.988,-15.0106,-54.7084,9.30000,263.755,-384.024,27.0000,0.500000,3.00000,4.00000,3.80285,0.00000,0.00000,0.00000,0.00000
505,2016-02-04 06:00,14.4122,14.4122,14.4122,0.00000,0.768700E-04,0.00000,-76.5044,0.106980,-0.267043,560.325,307.492,-383.836,27.0000,0.500000,3.00000,4.00000,3.79006,0.00000,0.00000,0.00000,0.00000
506,2016-02-04 12:00,14.5043,14.5037,14.4122,0.145872,0.506056E-02,0.756780E-02,-237.921,2.93281,-134.085,213.900,277.558,-384.328,26.6519,0.500000,3.00000,4.00000,3.79006,0.00000,0.00000,0.00000,0.00000
507,2016-02-04 18:00,14.4984,14.4984,14.4984,0.594579E-01,0.206272E-02,0.125918E-01,-182.309,-12.5489,-51.0016,0.00000,265.537,-384.296,27.0000,0.500000,3.00000,4.00000,3.82141,0.00000,0.00000,0.00000,0.00000
508,2016-02-05 00:00,14.4629,14.4629,14.4629,0.130023,0.451111E-02,0.138035E-01,-249.590,-25.7884,-105.281,9.30000,265.586,-384.107,27.0000,0.500000,3.00000,4.00000,3.80850,0.00000,0.00000,0.00000,0.00000
